s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
3792,"Hyundai EON Era",Hyundai,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814,55.2,5,,3.25,NULL
3793,"Tata Zest Quadrajet 1.3 XT",Tata,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248,88.7,5,10.06,5.85,41.84890656063619
3794,"Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",Mercedes-Benz,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143,203,5,,29,NULL
3795,"Audi Q5 2.0 TDI Premium Plus",Audi,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968,174.3,5,,25.71,NULL
3796,"Ford Fiesta 1.6 ZXi Leather",Ford,Chennai,2008,94873,Petrol,Manual,Second,15.3,1596,101,5,,1.85,NULL
3797,"BMW 3 Series 320d Prestige",BMW,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995,184,5,,22.75,NULL
3798,"Maruti Baleno RS 1.0 Petrol",Maruti,Kochi,2018,18678,Petrol,Manual,First,21.1,998,100,5,,8.32,NULL
3799,"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",Mercedes-Benz,Delhi,2014,30000,Diesel,Automatic,First,14.21,2143,203,5,,26,NULL
3800,"Ford Endeavour Hurricane LE",Ford,Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953,NULL,,,7,NULL
3801,"Hyundai i10 Sportz 1.2",Hyundai,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197,78.9,5,,3.45,NULL
3802,"Hyundai Grand i10 Asta Option",Hyundai,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197,82,5,,5.15,NULL
3803,"Honda Brio S MT",Honda,Kochi,2014,74325,Petrol,Manual,First,19.4,1198,86.8,5,,3.51,NULL
3804,"Hyundai i20 Magna 1.4 CRDi (Diesel)",Hyundai,Kolkata,2015,45000,Diesel,Manual,First,21.9,1396,88.76,5,,3.45,NULL
3805,"Volkswagen Polo Petrol Highline 1.2L",Volkswagen,Pune,2013,57000,Petrol,Manual,First,16.47,1198,73.9,5,,3.75,NULL
3806,"Honda City 1.5 EXI",Honda,Pune,2001,125943,Petrol,Manual,Second,13,1493,100,5,,1.45,NULL
3807,"Skoda Octavia Ambiente 1.9 TDI",Skoda,Delhi,2008,80000,Diesel,Manual,First,18.7,1896,66,5,,2.2,NULL
3808,"Ford Endeavour 2.5L 4X2",Ford,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499,141,7,,7.99,NULL
3809,"Chevrolet Cruze LTZ",Chevrolet,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991,147.9,5,,6.75,NULL
3810,"Honda CR-V AT With Sun Roof",Honda,Kolkata,2013,27000,Petrol,Automatic,First,14,,NULL,,,11.99,NULL
3811,"Honda Mobilio V i DTEC",Honda,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498,98.6,7,,5,NULL
3812,"Maruti Ertiga VDI",Maruti,Pune,2012,105000,Diesel,Manual,Second,20.77,1248,88.76,7,,5.9,NULL
3813,"Hyundai Grand i10 Sportz",Hyundai,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197,82,5,,3.75,NULL
3814,"Jaguar XF 3.0 Litre S Premium Luxury",Jaguar,Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993,270.9,5,,29.5,NULL
3815,"Honda Amaze VX i-Vtech",Honda,Chennai,2014,48000,Petrol,Manual,First,18,1198,86.7,5,,4.75,NULL
3816,"Audi A6 2.7 TDI",Audi,Pune,2011,112719,Diesel,Automatic,First,12.4,2698,179.5,5,,11.5,NULL
3817,"Hyundai i20 1.2 Spotz",Hyundai,Chennai,2017,5000,Petrol,Manual,First,18.6,1197,81.83,5,,6.95,NULL
3818,"Volkswagen Ameo 1.2 MPI Highline Plus 16",Volkswagen,Mumbai,2016,16000,Petrol,Manual,First,17,1198,73.75,5,,5.4,NULL
3819,"Renault Fluence 2.0",Renault,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997,135.1,5,,4.75,NULL
3820,"Maruti Alto K10 VXI",Maruti,Chennai,2011,28300,Petrol,Manual,First,24.07,998,67.1,5,4.5,2.15,52.22222222222223
3821,"Maruti Alto Std",Maruti,Jaipur,2005,49000,Petrol,Manual,First,19.7,796,46.3,5,,0.9,NULL
3822,"Maruti Wagon R VXI BS IV",Maruti,Kolkata,2016,12501,Petrol,Manual,First,20.51,998,67.04,5,,3.5,NULL
3823,"Fiat Linea 1.3 Emotion",Fiat,Kochi,2016,56628,Diesel,Manual,First,20.4,1248,92,5,,5.85,NULL
3824,"Maruti Swift Dzire Vdi BSIV",Maruti,Pune,2010,105000,Diesel,Manual,First,19.3,1248,73.9,5,,3.15,NULL
3825,"Renault Scala Diesel RxL",Renault,Pune,2016,52126,Diesel,Manual,First,21.64,1461,84.8,5,,6,NULL
3826,"Hyundai i20 Magna",Hyundai,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197,80,5,,2.23,NULL
3827,"Hyundai Xcent 1.2 Kappa SX Option",Hyundai,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197,82,5,,2.5,NULL
3828,"Maruti Wagon R LXI",Maruti,Kochi,2015,50230,Petrol,Manual,First,18.9,998,67.1,5,,3.87,NULL
3829,"Mahindra XUV500 W8 2WD",Mahindra,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179,140,7,,9.5,NULL
3830,"Toyota Fortuner 4x2 AT",Toyota,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,,17.75,NULL
3831,"Renault Duster 110PS Diesel RxZ Plus",Renault,Delhi,2012,130000,Diesel,Manual,First,19.64,1461,108.45,5,,3.75,NULL
3832,"Hyundai Santro Xing GLS",Hyundai,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086,62.1,5,,1.5,NULL
3833,"Hyundai Verna 1.6 SX VTVT",Hyundai,Pune,2013,41500,Petrol,Manual,Second,17.01,1591,121.3,5,,5,NULL
3834,"BMW X1 sDrive 20d Exclusive",BMW,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995,177,5,,17,NULL
3835,"Honda Civic 2006-2010 1.8 V AT",Honda,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799,130,5,,4.38,NULL
3836,"Audi A6 35 TFSI Matrix",Audi,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798,187.74,5,56.97,41.5,27.15464279445322
3837,"Maruti Wagon R LXI BS IV",Maruti,Kolkata,2017,8000,Petrol,Manual,First,20.51,998,67.04,5,,3,NULL
3838,"Maruti Vitara Brezza ZDi Plus Dual Tone",Maruti,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248,88.5,5,12.56,11,12.420382165605098
3839,"Land Rover Discovery 3 TDV6 Diesel Automatic",Land,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720,190,7,,14,NULL
3840,"Maruti Dzire New",Maruti,Pune,2016,30500,Diesel,Automatic,First,26.59,1248,74,5,,7.65,NULL
3841,"Hyundai Verna VTVT 1.6 SX",Hyundai,Kolkata,2018,5000,Petrol,Manual,First,17,1591,121.3,5,11.19,8.7,22.252010723860593
3842,"Maruti Ertiga ZDI Plus",Maruti,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248,88.5,7,13.33,9.9,25.731432858214554
3843,"Hyundai Accent GLE",Hyundai,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495,94,5,,2.05,NULL
3844,"Hyundai i20 1.2 Sportz",Hyundai,Kolkata,2016,19008,Petrol,Manual,First,17,1197,80,5,,5.25,NULL
3845,"Hyundai Verna VTVT 1.6 SX",Hyundai,Kochi,2012,32542,Petrol,Manual,First,17,1591,121.3,5,11.67,5.77,50.55698371893745
3846,"Maruti Alto LX",Maruti,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796,46.3,5,,1.95,NULL
3847,"Mahindra Scorpio VLX",Mahindra,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179,120,8,,7.45,NULL
3848,"Maruti Wagon R LXI",Maruti,Delhi,2012,68347,Petrol,Manual,First,18.9,998,67.1,5,,2.6,NULL
3849,"Hyundai i20 1.2 Sportz",Hyundai,Ahmedabad,2011,72000,Petrol,Manual,Second,17,1197,80,5,,3.25,NULL
3850,"Maruti Ritz VDi",Maruti,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248,73.9,5,,3.85,NULL
3851,"Renault Koleos 2.0 Diesel",Renault,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995,148,5,,7.5,NULL
3852,"BMW 3 Series 320d",BMW,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995,190,5,47.87,11.5,75.9766033006058
3853,"Honda Brio V MT",Honda,Pune,2013,50000,Petrol,Manual,First,19.4,1198,86.8,5,,3.25,NULL
3854,"Hyundai Sonata GOLD",Hyundai,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997,134,5,,1.5,NULL
3855,"Maruti Swift Dzire VDi",Maruti,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248,73.9,5,,5.31,NULL
3856,"Mahindra XUV500 W8 4WD",Mahindra,Hyderabad,2013,49000,Diesel,Manual,First,16,2179,140,7,,9,NULL
3857,"Hyundai i10 Sportz 1.1L",Hyundai,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086,68.05,5,,3.59,NULL
3858,"Maruti Ciaz ZXi Plus",Maruti,Kochi,2016,43152,Petrol,Manual,First,20.73,1373,91.1,5,,7.35,NULL
3859,"Toyota Innova 2.5 V Diesel 8-seater",Toyota,Pune,2013,112000,Diesel,Manual,First,12.8,2494,102,8,,12,NULL
3860,"Hyundai Grand i10 Sportz",Hyundai,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197,82,5,,6.02,NULL
3861,"Chevrolet Optra Magnum 2.0 LS BSIII",Chevrolet,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991,123.7,5,,2.57,NULL
3862,"Mahindra Ssangyong Rexton RX5",Mahindra,Pune,2013,57000,Diesel,Manual,First,12.83,2696,162,7,,12.45,NULL
3863,"Mahindra XUV500 W8 2WD",Mahindra,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179,140,7,,12.63,NULL
3864,"Honda City i VTEC SV",Honda,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497,117.3,5,,7.75,NULL
3865,"Ford Ecosport 1.5 DV5 MT Titanium",Ford,Delhi,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,,5.5,NULL
3866,"Hyundai i20 Sportz 1.2",Hyundai,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,,4.43,NULL
3867,"Mercedes-Benz CLA 200 CDI Sport",Mercedes-Benz,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143,136,5,,24.51,NULL
3868,"Hyundai EON Magna",Hyundai,Ahmedabad,2014,47000,Petrol,Manual,First,22,814,55,5,,2.65,NULL
3869,"Maruti Alto 800 2016-2019 CNG LXI",Maruti,Delhi,2012,65537,CNG,Manual,Second,33.44,796,40.3,4,,2.1,NULL
3870,"Toyota Etios G Safety",Toyota,Delhi,2011,36000,Petrol,Manual,First,17.6,1496,88.7,5,,3.2,NULL
3871,"Maruti Swift Dzire Tour LDI",Maruti,Chennai,2016,75000,Diesel,Manual,First,23.4,1248,74,5,,4.25,NULL
3872,"Maruti Alto LXi",Maruti,Kolkata,2008,38000,Petrol,Manual,First,19.7,796,46.3,5,,1.1,NULL
3873,"Maruti Celerio ZXI",Maruti,Chennai,2015,57818,Petrol,Manual,First,23.1,998,67.04,5,,4.3,NULL
3874,"Ford Ecosport 1.5 DV5 MT Titanium Optional",Ford,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498,89.84,5,,8.9,NULL
3875,"Nissan Terrano XV 110 PS Limited Edition",Nissan,Jaipur,2015,75055,Diesel,Manual,First,19.01,1461,108.5,5,,6.5,NULL
3876,"Honda Accord VTi-L AT",Honda,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354,142,5,,3.5,NULL
3877,"Maruti Swift Ldi BSIII",Maruti,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248,75,5,,4.25,NULL
3878,"Mahindra XUV500 AT W10 FWD",Mahindra,Kochi,2018,25948,Diesel,Automatic,First,16,2179,140,7,,16.46,NULL
3879,"Honda Jazz 1.2 VX i VTEC",Honda,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199,88.7,5,,5.95,NULL
3880,"Honda City i VTEC V",Honda,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497,117.3,5,,7.1,NULL
3881,"Fiat Grande Punto 1.2 Dynamic",Fiat,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172,67,5,,1.25,NULL
3882,"Maruti Estilo LXI",Maruti,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061,NULL,,,2.5,NULL
3883,"Maruti Ertiga ZXI",Maruti,Pune,2013,82543,Petrol,Manual,First,16.02,1373,93.7,7,,5.5,NULL
3884,"Nissan Micra XL",Nissan,Chennai,2013,30000,Petrol,Manual,First,18.44,1198,75,5,,3.25,NULL
3885,"Honda City 1.5 V MT",Honda,Hyderabad,2010,27800,Petrol,Manual,First,17,1497,118,5,,5,NULL
3886,"Toyota Etios VX",Toyota,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496,88.73,5,,6.58,NULL
3887,"BMW 3 Series 320d Luxury Line",BMW,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995,184,5,,19.5,NULL
3888,"Honda Jazz 1.2 SV i VTEC",Honda,Kochi,2017,41981,Petrol,Manual,First,18.7,1199,88.7,5,,6.14,NULL
3889,"Maruti Dzire VDI",Maruti,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248,73.75,5,8.75,4.95,43.42857142857143
3890,"Skoda Rapid 1.6 TDI Elegance",Skoda,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598,103.5,5,,5.75,NULL
3891,"Mahindra XUV500 W6 2WD",Mahindra,Kolkata,2013,73314,Diesel,Manual,First,15.1,2179,140,7,,6.6,NULL
3892,"Hyundai Grand i10 AT Asta",Hyundai,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197,82,5,,5.72,NULL
3893,"Honda City 1.5 V MT",Honda,Delhi,2009,79782,Petrol,Manual,Second,17,1497,118,5,,2.6,NULL
3894,"Toyota Innova 2.5 GX 7 STR",Toyota,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494,102,7,,6.5,NULL
3895,"Mahindra XUV500 W8 2WD",Mahindra,Pune,2011,90000,Diesel,Manual,Second,15.1,2179,140,7,,6.1,NULL
3896,"Maruti Swift Dzire VDi",Maruti,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248,73.9,5,,3.85,NULL
3897,"Volkswagen Vento Petrol Highline",Volkswagen,Pune,2013,65000,Petrol,Manual,Second,15.04,1598,103.6,5,,4.5,NULL
3898,"Toyota Etios GD",Toyota,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364,NULL,5,,5.3,NULL
3899,"Audi A4 2.0 TDI",Audi,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968,147.51,5,,18.25,NULL
3900,"Maruti Ertiga LXI",Maruti,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373,93.7,7,,5.75,NULL
3901,"Toyota Corolla Altis 1.8 G CNG",Toyota,Mumbai,2010,63000,CNG,Manual,Second,14.53,1798,138,5,,3.35,NULL
3902,"Maruti 800 AC",Maruti,Jaipur,2010,70000,Petrol,Manual,Second,16.1,796,37,4,,0.9,NULL
3903,"Honda City 1.5 V MT",Honda,Hyderabad,2011,66276,Petrol,Manual,First,17,1497,118,5,,5.5,NULL
3904,"Maruti Swift Dzire VXI",Maruti,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197,85.8,5,,3.99,NULL
3905,"Toyota Camry Hybrid",Toyota,Delhi,2014,67000,Petrol,Automatic,First,19.16,2494,158.2,5,,18.75,NULL
3906,"Hyundai Grand i10 CRDi Sportz",Hyundai,Kolkata,2014,43068,Diesel,Manual,First,24,1120,70,5,,3.5,NULL
3907,"Toyota Innova Crysta 2.8 GX AT 8S",Toyota,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755,171.5,8,21.1,16.45,22.037914691943136
3908,"Hyundai i10 Magna",Hyundai,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197,78.9,5,,3.65,NULL
3909,"Hyundai Grand i10 AT Asta",Hyundai,Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197,82,5,,5.4,NULL
3910,"Maruti Baleno Alpha Diesel",Maruti,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248,74,5,10.28,8.7,15.369649805447471
3911,"Skoda Superb Style 1.8 TSI AT",Skoda,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798,177.46,5,33.36,20.75,37.799760191846524
3912,"Mercedes-Benz New C-Class 220 CDI AT",Mercedes-Benz,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143,170,5,,12.5,NULL
3913,"Maruti Ritz VDi",Maruti,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248,73.9,5,,1.89,NULL
3914,"Maruti Swift Dzire Tour LDI",Maruti,Kolkata,2015,168205,Diesel,Manual,First,23.4,1248,74,5,,4,NULL
3915,"Honda Civic 2010-2013 1.8 V MT",Honda,Mumbai,2012,47000,Petrol,Manual,First,14.8,1799,130.2,5,,3.95,NULL
3916,"Maruti Ertiga SHVS VDI",Maruti,Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248,88.5,7,,7.85,NULL
3917,"Hyundai Elantra CRDi SX",Hyundai,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582,126.24,5,,7,NULL
3918,"Toyota Fortuner 4x2 AT",Toyota,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982,168.5,7,,24.99,NULL
3919,"Volkswagen Polo GT TSI",Volkswagen,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197,103.6,5,,4.5,NULL
3920,"Skoda Octavia Classic 1.9 TDI MT",Skoda,Pune,2005,88000,Diesel,Manual,Third,18.7,1896,66,5,,1.25,NULL
3921,"Volkswagen Polo 1.5 TDI Trendline",Volkswagen,Delhi,2014,32400,Diesel,Manual,First,20.14,1498,88.8,5,,3.95,NULL
3922,"Hyundai Santro Xing GL Plus",Hyundai,Pune,2012,79000,Petrol,Manual,Second,17.92,1086,62.1,5,,1.6,NULL
3923,"Hyundai Accent GLE",Hyundai,Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495,94,5,,0.6,NULL
3924,"Hyundai EON D Lite Plus",Hyundai,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814,55.2,5,,3.39,NULL
3925,"Toyota Innova 2.5 V Diesel 7-seater",Toyota,Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494,102,7,,9.8,NULL
3926,"Maruti Ignis 1.3 Zeta",Maruti,Mumbai,2017,19000,Diesel,Manual,First,26.8,1248,74,5,,5.91,NULL
3927,"Maruti Ciaz Alpha",Maruti,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462,103.25,5,11.56,8.25,28.63321799307959
3928,"Maruti Swift Dzire VXi",Maruti,Mumbai,2012,15500,Petrol,Manual,First,17.5,1298,85.8,5,,3.75,NULL
3929,"Honda City i VTEC CVT VX",Honda,Hyderabad,2017,12538,Petrol,Automatic,First,18,1497,117.3,5,,12.5,NULL
3930,"Maruti Swift VDI BSIV W ABS",Maruti,Bangalore,2015,62588,Diesel,Manual,First,17.8,1248,NULL,5,,5.95,NULL
3931,"Honda Brio S MT",Honda,Delhi,2015,44328,Petrol,Manual,First,19.4,1198,86.8,5,,3.8,NULL
3932,"Toyota Etios Liva GD",Toyota,Delhi,2014,63000,Diesel,Manual,First,23.59,1364,67.04,5,,4.35,NULL
3933,"Volvo XC60 D5",Volvo,Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2400,215,5,,32.5,NULL
3934,"Tata Indigo CS eGVX",Tata,Kolkata,2015,103000,Petrol,Manual,First,15.64,1193,64.08,5,,3,NULL
3935,"Toyota Innova Crysta 2.8 ZX AT",Toyota,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755,171.5,7,27.07,19,29.811599556704838
3936,"Volkswagen Vento Diesel Highline",Volkswagen,Pune,2013,95500,Diesel,Manual,First,20.54,1598,103.6,5,,5,NULL
3937,"Ford Ecosport 1.5 DV5 MT Titanium",Ford,Pune,2014,72100,Diesel,Manual,First,22.7,1498,89.84,5,,5.45,NULL
3938,"Maruti Wagon R VXI",Maruti,Mumbai,2010,19119,Petrol,Manual,First,18.9,998,67.1,5,,2.7,NULL
3939,"Mercedes-Benz S-Class 320 L",Mercedes-Benz,Mumbai,2006,30000,Petrol,Manual,First,13,2987,210,5,,10.75,NULL
3940,"Volkswagen Polo 1.5 TDI Highline",Volkswagen,Hyderabad,2015,75600,Diesel,Manual,First,20.14,1498,88.8,5,,5.8,NULL
3941,"Tata Indica GLS BS IV",Tata,Pune,2007,137000,Petrol,Manual,Second,15.3,1193,65.3,5,,0.95,NULL
3942,"Maruti 800 Std BSIII",Maruti,Jaipur,2002,53500,Petrol,Manual,Second,16.1,796,37,4,,0.63,NULL
3943,"Jeep Compass 2.0 Longitude",Jeep,Kochi,2018,26101,Diesel,Manual,First,17.1,1956,170,5,21.38,17.55,17.91393826005612
3944,"Maruti Alto K10 LXI Optional",Maruti,Pune,2016,7000,Petrol,Manual,First,24.07,998,67.1,5,4.36,3,31.192660550458722
3945,"Skoda Octavia Elegance 2.0 TDI AT",Skoda,Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968,141,5,,15,NULL
3946,"Maruti Swift Dzire VDI Optional",Maruti,Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248,74,5,,6,NULL
3947,"Maruti Ciaz VDi Plus SHVS",Maruti,Mumbai,2016,38151,Diesel,Manual,First,28.09,1248,88.5,5,,7.65,NULL
3948,"Mercedes-Benz New C-Class C 220 CDI CLASSIC",Mercedes-Benz,Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148,170,5,,8.5,NULL
3949,"Ford Figo Diesel ZXI",Ford,Kolkata,2013,22000,Diesel,Manual,First,20,1399,68,5,,2.25,NULL
3950,"Toyota Corolla Altis VL",Toyota,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798,138.1,5,,4.65,NULL
3951,"Maruti SX4 S Cross DDiS 320 Zeta",Maruti,Mumbai,2016,38000,Diesel,Manual,First,22.7,1598,118,5,,7.85,NULL
3952,"Ford Figo Petrol ZXI",Ford,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196,70,5,,3.46,NULL
3953,"Honda Jazz Exclusive CVT",Honda,Mumbai,2018,3000,Petrol,Automatic,First,19,1199,88.7,5,10.81,8.25,23.681776133209993
3954,"Maruti Zen LXi - BS III",Maruti,Pune,2006,67196,Petrol,Manual,First,17.3,993,60,5,,1.25,NULL
3955,"Toyota Fortuner 3.0 Diesel",Toyota,Bangalore,2012,100000,Diesel,Manual,Third,11.5,2982,171,7,,16,NULL
3956,"Maruti Ciaz ZDi Plus",Maruti,Jaipur,2015,65218,Diesel,Manual,First,26.21,1248,88.5,5,,7.4,NULL
3957,"Renault KWID RXT",Renault,Kochi,2016,53886,Petrol,Manual,First,25.17,799,53.3,5,,3.07,NULL
3958,"Hyundai i10 Magna AT",Hyundai,Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197,80,5,,3.84,NULL
3959,"Maruti Celerio ZXI AT Optional",Maruti,Pune,2016,64000,Petrol,Automatic,First,23.1,998,67.04,5,,4.2,NULL
3960,"Hyundai Creta 1.4 E Plus Diesel",Hyundai,Kochi,2018,41641,Diesel,Manual,First,21.38,1396,88.7,5,,10.82,NULL
3961,"Honda Jazz 1.5 SV i DTEC",Honda,Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498,98.6,5,,6.1,NULL
3962,"Honda City 1.5 S MT",Honda,Kolkata,2011,45501,Petrol,Manual,First,17,1497,118,5,,3.1,NULL
3963,"Mitsubishi Lancer 1.5 SFXi",Mitsubishi,Chennai,2001,104000,Petrol,Manual,Third,13.7,1468,85.8,5,,1,NULL
3964,"Nissan Sunny XE P",Nissan,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498,97.6,5,8.55,4.69,45.146198830409354
3965,"Honda Accord 2.4 AT",Honda,Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354,177.6,5,,5.4,NULL
3966,"Mahindra XUV500 W8 2WD",Mahindra,Mumbai,2016,120000,Diesel,Manual,First,15.1,2179,140,7,,12,NULL
3967,"Hyundai i20 1.2 Magna Executive",Hyundai,Mumbai,2018,17000,Petrol,Manual,First,18.6,1197,81.83,5,,6.5,NULL
3968,"Nissan Micra Diesel XL",Nissan,Chennai,2014,100000,Diesel,Manual,First,23.08,1461,63.1,5,,3,NULL
3969,"Maruti Ciaz AT ZXi",Maruti,Kochi,2015,50979,Petrol,Automatic,First,19.12,1373,91.1,5,,6.9,NULL
3970,"Volkswagen Vento Diesel Trendline",Volkswagen,Chennai,2011,41000,Diesel,Manual,First,20.54,1598,103.6,5,,4,NULL
3971,"Hyundai i20 Asta",Hyundai,Chennai,2011,24000,Petrol,Manual,First,17,1197,80,5,,4.25,NULL
3972,"Toyota Corolla Altis G",Toyota,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798,138.1,5,,5.1,NULL
3973,"Honda City i DTEC VX",Honda,Kolkata,2014,37298,Diesel,Manual,First,25.1,1498,98.6,5,,4.9,NULL
3974,"Maruti Swift VXI BSIV",Maruti,Pune,2014,42000,Petrol,Manual,Second,20.4,1197,81.8,5,,3.6,NULL
3975,"Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",Mercedes-Benz,Pune,2016,45000,Diesel,Automatic,First,14.21,2143,203,5,,34,NULL
3976,"Toyota Innova 2.5 G (Diesel) 7 Seater",Toyota,Mumbai,2015,102000,Diesel,Manual,First,12.99,2494,100.6,7,,8.25,NULL
3977,"Maruti Swift Lxi BSIII",Maruti,Pune,2011,70000,Petrol,Manual,First,16.1,1298,88.2,5,,1.3,NULL
3978,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C",Mercedes-Benz,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143,167.62,5,,39.05,NULL
3979,"Hyundai Grand i10 Asta",Hyundai,Kolkata,2015,15305,Petrol,Manual,First,18.9,1197,82,5,,3.75,NULL
3980,"Maruti Wagon R LXI BS IV",Maruti,Mumbai,2010,70000,Petrol,Manual,First,18.9,998,67.1,5,,2.1,NULL
3981,"Ford EcoSport 1.5 TDCi Titanium",Ford,Hyderabad,2016,36778,Diesel,Manual,First,22.77,1498,98.59,5,,8.8,NULL
3982,"Volkswagen Polo 1.2 MPI Comfortline",Volkswagen,Coimbatore,2015,25845,Petrol,Manual,First,16.47,1198,74,5,,5.84,NULL
3983,"Hyundai Verna 1.6 VTVT AT SX",Hyundai,Kochi,2018,33858,Petrol,Automatic,First,17.01,1591,121.3,5,,9.03,NULL
3984,"Renault KWID AMT RXL",Renault,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999,67,5,,3.25,NULL
3985,"Honda Brio S Option AT",Honda,Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1198,86.8,5,,4.9,NULL
3986,"Ford Figo Aspire 1.2 Ti-VCT Titanium",Ford,Kochi,2018,32709,Petrol,Manual,First,18.16,1196,86.8,5,,6.46,NULL
3987,"Toyota Fortuner 3.0 Diesel",Toyota,Bangalore,2014,72000,Diesel,Manual,Second,11.5,2982,171,7,,18.5,NULL
